證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
3189,景碩,2852261,2112,285027526,101.00,101.50,98.60,100.00,-,1.00,100.00,156,100.50,100,51.81
3209,全科,136693,158,4812300,35.30,35.35,35.10,35.10,-,0.20,35.10,3,35.15,2,12.86
3229,晟鈦,23361,31,361109,15.45,15.55,15.35,15.35,-,0.15,15.35,2,15.50,5,0.00
3231,緯創,84718705,45779,9581650780,114.50,115.00,112.00,113.00,-,2.00,113.00,588,113.50,1824,26.53
3257,虹冠電,181870,318,13336780,73.60,74.50,72.50,72.70,-,1.40,72.70,3,72.80,1,29.67
3266,昇陽,167085,136,3050250,18.20,18.40,18.05,18.30,+,0.05,18.20,40,18.30,1,16.05
3296,勝德,2957273,1731,70039749,23.50,24.60,23.05,23.60,-,0.45,23.55,2,23.60,4,0.00
3305,昇貿,576772,475,38372865,66.30,67.20,66.10,66.30,-,0.50,66.20,17,66.40,5,53.04
3308,聯德,157225,391,5179439,33.25,33.30,32.65,32.65,-,0.60,32.65,2,32.80,1,4.50
3311,閎暉,552925,496,22198798,40.80,40.95,39.65,39.85,-,0.85,39.85,30,40.00,5,25.22
3312,弘憶股,10272114,5692,250757534,24.70,25.20,23.60,23.90,-,0.80,23.85,2,23.90,35,10.48
3321,同泰,268004,243,3673421,13.65,13.80,13.60,13.70,+,0.05,13.65,8,13.75,8,0.00
3338,泰碩,505512,694,30972925,61.80,62.00,60.90,61.00,-,0.80,60.90,15,61.00,3,23.83
3346,麗清,956195,704,46665217,49.45,49.50,48.35,48.50,-,0.90,48.45,20,48.50,2,17.96
3356,奇偶,2992325,2315,131450136,42.00,45.20,42.00,43.25,+,1.60,43.25,9,43.40,7,15.67
3376,新日興,11169501,6962,1533780692,136.50,140.00,135.00,137.00,-,0.50,137.00,136,137.50,48,32.78
3380,明泰,7935606,4627,311307745,39.10,39.60,38.85,39.10, ,0.00,39.10,114,39.15,31,29.40
3406,玉晶光,633288,936,254872734,402.50,404.50,400.00,402.50,+,0.50,402.50,2,403.00,9,16.42
3413,京鼎,847951,1439,182678982,217.50,217.50,213.00,213.50,-,4.00,213.00,6,214.00,23,10.90
3416,融程電,1250877,1228,177615903,140.00,145.00,139.00,142.00,+,5.50,142.00,1,142.50,23,20.64
3419,譁裕,240460,160,4245155,17.60,18.00,17.45,17.55, ,0.00,17.55,5,17.60,2,0.00
3432,台端,203410,338,3401764,17.05,17.05,16.50,16.80,-,0.30,16.65,1,16.80,2,0.00
3437,榮創,2197999,1307,63535053,28.80,29.40,28.50,28.50,-,0.25,28.50,9,28.70,1,0.00
3443,創意,5397908,11247,8350970130,1530.00,1575.00,1520.00,1545.00,-,10.00,1540.00,49,1545.00,23,49.98
3447,展達,82404,69,3098430,38.40,38.40,37.20,37.20,-,0.80,37.20,1,37.60,2,21.50
3450,聯鈞,2806575,1666,167846817,60.20,60.70,59.30,59.50,-,1.20,59.40,36,59.50,5,0.00
3454,晶睿,348470,390,53823987,149.50,156.00,149.50,155.00,+,5.00,154.50,7,155.00,1,20.69
3481,群創,157696477,32247,2680698375,16.65,17.15,16.65,17.00,+,0.20,17.00,670,17.05,3377,0.00
3494,誠研,86215,75,512980,6.00,6.05,5.90,5.91,-,0.17,5.91,1,6.03,3,0.00
3501,維熹,98510,78,5022298,50.90,51.10,50.90,50.90, ,0.00,50.80,14,51.00,8,11.34
3504,揚明光,1612733,1494,112477703,69.30,71.00,68.20,69.90, ,0.00,69.90,12,70.00,1,0.00
3515,華擎,546646,1910,130544774,244.00,244.00,236.00,236.00,-,7.00,236.00,20,237.00,1,46.64
3518,柏騰,152811,117,5266985,34.65,34.90,34.05,34.30,-,0.35,34.30,7,34.35,1,68.60
3528,安馳,44260,41,2213107,50.10,50.30,49.95,50.10,-,0.10,50.00,2,50.10,1,17.89
3530,晶相光,600331,614,63476657,106.50,107.00,104.00,105.00,-,1.00,104.50,28,105.00,5,0.00
3532,台勝科,472215,532,76973851,164.50,164.50,162.00,163.00,-,1.50,162.50,20,163.00,3,16.56
3533,嘉澤,2349426,2806,2260533423,936.00,996.00,921.00,976.00,-,11.00,976.00,25,979.00,7,18.78
3535,晶彩科,29102173,11023,671634943,23.15,23.55,22.55,23.05,+,0.35,23.00,21,23.05,22,74.35
3543,州巧,462057,326,12743108,27.85,28.25,27.25,27.35,-,0.35,27.35,27,27.40,2,39.64
3545,敦泰,3139395,2177,315489083,100.50,102.00,99.60,99.80,-,0.70,99.70,35,99.80,3,68.36
3550,聯穎,58341,74,853177,14.55,14.75,14.55,14.70, ,0.00,14.55,25,14.70,24,0.00
3557,嘉威,14129,42,855198,60.40,60.70,60.30,60.50,+,0.10,60.60,1,60.70,5,10.90
3563,牧德,2084643,8447,542854720,264.50,266.00,254.50,260.50,-,5.00,260.00,9,260.50,5,27.14
3576,聯合再生,2189981,1179,28932672,13.20,13.35,13.15,13.15,-,0.05,13.15,16,13.20,25,0.00
3583,辛耘,1545101,2399,328160045,215.00,215.00,210.00,210.50,-,5.50,210.50,23,211.00,8,27.66
3588,通嘉,1331047,1142,114394980,85.80,87.50,85.00,85.20,-,1.10,85.20,16,85.30,20,0.00
3591,艾笛森,987869,282,25229352,25.70,25.75,25.30,25.40,+,0.05,25.40,6,25.45,9,254.00
3592,瑞鼎,425395,907,161389997,385.00,385.00,375.50,377.00,-,8.00,377.00,3,377.50,1,20.07
3593,力銘,15598,47,158759,10.20,10.25,10.15,10.15,-,0.05,10.10,14,10.25,13,0.00
3596,智易,1150816,1614,197163327,175.00,175.00,170.00,170.50,-,4.50,170.00,99,170.50,17,15.76
3605,宏致,9016889,5555,334983954,35.00,38.20,34.60,37.00,+,1.95,37.00,13,37.20,3,0.00
3607,谷崧,1910618,856,33573905,17.60,18.00,17.10,17.35,-,0.15,17.35,5,17.40,20,0.00
3617,碩天,180385,270,33852801,188.00,189.00,186.00,189.00,+,1.50,188.00,4,189.00,6,12.18
3622,洋華,4970648,3091,271897456,54.00,55.60,53.40,55.30,+,0.80,55.30,4,55.40,65,18.37
3645,達邁,1045784,935,44354125,43.10,43.20,42.00,42.00,-,1.00,42.00,43,42.05,4,0.00
3652,精聯,564168,482,17011747,29.25,31.30,29.20,29.50,+,0.55,29.50,2,29.55,1,44.03
3653,健策,1137033,1439,836106597,731.00,748.00,726.00,729.00,+,6.00,729.00,8,730.00,9,40.82
3661,世芯-KY,2272438,5617,8670401525,3700.00,3895.00,3680.00,3895.00,+,175.00,3870.00,2,3895.00,6,106.10
3665,貿聯-KY,4443442,4649,1047336013,241.00,243.50,230.00,232.50,-,9.50,232.00,28,232.50,38,13.90
3669,圓展,773150,617,35909266,45.35,47.55,45.30,45.45,+,0.15,45.45,3,45.60,7,18.40
3673,TPK-KY,4831755,3263,179403235,37.15,37.90,36.30,36.35,-,0.15,36.35,5,36.40,50,64.91
3679,新至陞,26243,37,2725005,103.50,104.50,103.50,104.00,+,0.50,104.00,1,104.50,3,13.07
3686,達能,183191,133,2454919,13.40,13.50,13.35,13.35,-,0.05,13.35,1,13.40,12,0.00
3694,海華,51233830,24472,2871067029,57.80,57.80,54.70,55.40,-,1.40,55.40,185,55.50,27,23.68
3701,大眾控,1111105,859,63701518,56.00,57.90,55.80,57.70,+,2.10,57.60,17,57.70,14,27.74
3702,大聯大,6286637,8216,556246501,88.90,89.60,86.90,89.00, ,0.00,88.90,58,89.00,86,27.81
3702A,大聯大甲特,339008,93,15932884,47.00,47.00,46.95,47.00,-,0.05,47.00,2,47.05,44,0.00
3703,欣陸,297933,242,8089052,27.05,27.20,27.05,27.15,+,0.10,27.15,15,27.20,22,14.84
3704,合勤控,1383886,1197,66700130,48.60,48.80,47.85,48.00,-,0.65,47.95,20,48.00,17,12.66
3705,永信,112381,155,5232415,46.50,46.65,46.50,46.55,+,0.05,46.50,39,46.60,8,17.63
3706,神達,11930106,7151,533873386,45.40,45.50,44.30,44.50,-,0.90,44.45,29,44.50,1,46.84
3708,上緯投控,247232,248,23787488,96.90,96.90,96.00,96.30,-,0.60,96.20,2,96.40,1,6.84
3711,日月光投控,6023550,3450,824386230,137.00,138.00,136.00,137.00, ,0.00,136.50,85,137.00,713,15.50
3712,永崴投控,4458576,3713,189082107,42.65,43.45,41.65,42.30,-,0.45,42.25,5,42.30,27,27.47
3714,富采,644269,799,27780351,43.30,43.40,42.95,42.95,-,0.45,42.95,9,43.00,40,0.00
3715,定穎投控,6111531,3203,481809036,78.60,79.90,77.50,78.60,-,0.10,78.50,20,78.60,2,26.03
4104,佳醫,54119,141,4726597,87.40,87.50,87.20,87.20,-,0.20,87.20,15,87.30,3,18.96
4106,雃博,39828,104,1105014,27.80,27.80,27.65,27.65,-,0.10,27.65,6,27.70,5,19.20
4108,懷特,191203,185,4096575,21.45,21.65,21.30,21.50,+,0.05,21.45,10,21.50,1,0.00
4119,旭富,143503,163,13582372,94.50,95.00,94.30,94.60,+,0.10,94.50,2,94.70,1,26.95
4133,亞諾法,249981,448,8433994,33.90,34.05,33.50,33.50,-,0.40,33.50,4,33.60,2,45.27
4137,麗豐-KY,42729,53,8105689,189.00,190.00,189.00,189.50,-,0.50,189.50,9,190.00,1,16.07
4142,國光生,591683,331,18417085,31.15,31.30,31.00,31.10, ,0.00,31.10,20,31.15,9,0.00
4148,全宇生技-KY,89269,93,4202962,45.30,48.20,45.30,47.30,+,1.20,47.15,1,47.30,1,15.56
4155,訊映,111493,140,2764922,24.80,24.85,24.75,24.80,-,0.05,24.80,1,24.85,7,124.00
4164,承業醫,347583,286,19874076,57.40,57.80,56.70,56.80,-,0.40,56.80,6,56.90,3,31.21
4190,佐登-KY,53223,36,3024399,56.80,57.10,56.50,57.10,+,0.30,56.90,2,57.10,4,0.00
4306,炎洲,687386,585,11620294,16.95,17.00,16.80,16.85,-,0.15,16.80,31,16.85,4,12.67
4414,如興,482002,79,1670019,3.48,3.50,3.45,3.48, ,0.00,3.46,11,3.48,79,0.00
4426,利勤,98143,94,1936370,19.75,19.85,19.65,19.80,+,0.10,19.80,3,19.85,7,86.09
4438,廣越,40006,66,4413690,110.00,110.50,110.00,110.00, ,0.00,110.00,25,110.50,4,14.82
4439,冠星-KY,13000,11,1614500,124.50,124.50,124.00,124.00,-,0.50,124.00,6,124.50,1,10.52
4440,宜新實業,98404,96,2483909,25.85,25.85,25.10,25.30,-,0.10,25.30,1,25.40,5,26.91
4526,東台,1011811,813,18760822,18.70,18.90,18.30,18.35,-,0.65,18.35,1,18.40,5,0.00
4532,瑞智,318820,198,6753122,21.15,21.30,21.10,21.10,-,0.10,21.10,36,21.15,3,15.07
4536,拓凱,137954,209,25035944,182.00,183.50,179.50,180.00,-,2.50,179.50,3,180.00,5,10.30
4540,全球傳動,212917,178,6950213,32.35,33.05,32.20,32.20,-,0.05,32.15,3,32.20,12,49.54
4545,銘鈺,6044,50,180619,29.90,29.90,29.85,29.85,-,0.05,29.70,2,29.80,1,20.87
4551,智伸科,281670,223,29996422,106.00,108.00,105.50,106.00, ,0.00,106.00,27,106.50,2,15.96
4552,力達-KY,199530,125,6407143,32.00,32.25,31.95,32.10,+,0.10,32.05,2,32.10,18,9.22
4555,氣立,85014,85,5346056,63.00,63.30,62.60,63.10,+,0.40,62.80,2,62.90,1,300.48
4557,永新-KY,32030,42,3646468,113.50,114.50,113.50,114.00,-,0.50,113.50,20,115.00,4,12.78
4560,強信-KY,54000,24,1932600,35.80,36.00,35.65,36.00,+,0.30,35.70,6,36.00,2,23.84
4562,穎漢,20000,14,300350,15.05,15.05,15.00,15.00,-,0.10,14.95,2,15.00,1,0.00
4564,元翎,252472,490,5872560,23.30,23.40,23.10,23.20,-,0.15,23.20,4,23.25,12,0.00
4566,時碩工業,90172,84,4638562,51.20,51.60,51.20,51.50,+,0.40,51.40,1,51.50,1,15.28
4569,六方科-KY,3000,3,268400,89.50,89.50,89.40,89.40,+,0.30,89.00,2,89.70,2,9.46
4571,鈞興-KY,77800,46,6395300,82.40,82.40,82.10,82.10,-,0.30,82.00,10,82.10,4,17.18
4572,駐龍,157200,131,23734034,151.00,152.00,150.00,152.00,+,1.00,151.50,9,152.00,7,26.95
4576,大銀微系統,14235,26,887428,62.10,62.40,62.10,62.20,+,0.10,62.20,1,62.30,1,144.65
4581,光隆精密-KY,43050,35,2745065,63.70,64.50,63.40,63.80,-,0.10,63.40,2,63.60,1,11.52
4583,台灣精銳,21195,34,4357837,207.00,207.00,204.00,204.00, ,0.00,203.50,1,204.50,1,16.37
4720,德淵,156927,112,2427870,15.50,15.55,15.40,15.50, ,0.00,15.40,3,15.50,1,20.67
4722,國精化,46843,28,1753628,37.30,37.50,37.30,37.35,-,0.15,37.30,12,37.40,1,32.76
4736,泰博,64912,97,10545312,161.50,163.00,161.50,163.00,+,1.00,162.50,10,163.00,10,12.01
4737,華廣,119563,104,8407378,71.20,71.20,70.00,70.40,-,0.90,70.30,3,70.40,2,190.27
4739,康普,179019,244,12469618,69.20,70.10,69.20,69.90,+,0.10,69.80,1,69.90,3,0.00
4746,台耀,7221911,5089,855074548,115.50,121.00,115.50,117.00,+,1.00,117.00,82,117.50,23,52.23
4755,三福化,1013093,1008,133345332,129.50,134.50,128.00,129.00,+,1.00,129.00,34,129.50,10,32.82
4763,材料-KY,1579743,2584,1317442310,834.00,843.00,827.00,834.00,+,4.00,833.00,14,835.00,19,17.40
4764,雙鍵,26000,16,1001750,38.55,38.90,38.50,38.90,+,0.20,38.40,1,38.65,1,0.00
4766,南寶,654476,3035,186676209,290.00,291.00,282.00,284.00,-,7.00,284.00,3,285.00,5,16.10
4770,上品,205454,260,68964471,336.00,338.00,332.50,334.50,-,1.00,334.00,9,335.00,1,14.79
4807,日成-KY,1040,6,17107,16.45,16.45,16.45,16.45, ,0.00,16.45,5,16.60,2,0.00
4904,遠傳,2142731,1399,170719213,79.40,79.80,79.40,79.80,+,0.10,79.80,16,79.90,104,23.89
4906,正文,3265470,2024,115107718,35.65,35.80,35.00,35.00,-,0.60,35.00,109,35.05,52,13.36
4912,聯德控股-KY,61588,72,5316419,85.30,86.90,85.30,86.70,+,0.70,86.50,1,86.90,2,31.30
4915,致伸,916847,774,60147182,65.60,65.80,65.40,65.80, ,0.00,65.60,6,65.80,91,11.75
4916,事欣科,203549,180,6889381,34.00,34.00,33.75,33.80,-,0.15,33.75,11,33.80,8,18.67
4919,新唐,777722,845,101081382,131.00,131.00,129.50,129.50,-,1.50,129.50,73,130.00,29,22.40
4927,泰鼎-KY,97212,112,4688852,48.40,48.65,48.00,48.35,-,0.05,48.05,1,48.35,1,0.00
4930,燦星網,155502,259,5214551,33.40,33.90,33.40,33.50,+,0.10,33.50,8,33.55,1,9.91
4934,太極,416936,324,10805161,25.95,26.05,25.80,25.85,-,0.10,25.85,12,25.90,3,15.12
4935,茂林-KY,23318,22,1161450,49.80,49.90,49.65,49.90,+,0.10,49.65,5,49.95,2,12.08
4938,和碩,5557364,4151,463477473,84.20,84.30,83.00,83.30,-,0.90,83.20,53,83.30,28,14.07
4942,嘉彰,84834,75,3635273,42.95,42.95,42.75,42.75,+,0.05,42.75,3,42.80,1,10.91
4943,康控-KY,12815,51,192949,15.10,15.10,15.10,15.10,+,0.10,15.05,5,15.10,1,0.00
4952,凌通,62269,89,3242289,52.00,52.40,52.00,52.00,-,0.20,51.90,2,52.00,1,32.10
4956,光鋐,9176452,5106,212296051,23.35,24.20,22.40,22.60,-,0.70,22.60,37,22.65,1,0.00
4958,臻鼎-KY,2967440,1676,300431973,100.50,102.50,100.50,102.00,+,0.50,101.00,173,102.00,152,13.04
4960,誠美材,6125303,1335,79652491,12.95,13.15,12.90,13.00,-,0.05,12.95,332,13.00,55,0.00
4961,天鈺,593567,791,139417587,237.50,237.50,234.00,235.00,-,1.50,234.50,9,235.00,3,14.49
4967,十銓,1617133,1292,128119076,80.10,80.10,78.60,78.60,-,1.40,78.60,19,78.70,15,49.43
4968,立積,8755866,7117,1545727012,170.00,180.00,168.50,176.00,+,7.50,175.50,76,176.00,45,0.00
4976,佳凌,153308,177,5977240,39.45,39.45,38.80,38.85,-,0.60,38.80,35,38.90,1,0.00
4977,眾達-KY,267403,278,19181973,72.00,72.30,71.30,71.60,-,0.50,71.50,30,71.60,6,10.21
4989,榮科,97166,122,2515359,25.90,26.10,25.70,25.80,-,0.15,25.75,5,25.80,4,0.00
4994,傳奇,95681,163,5842172,60.90,62.40,60.20,61.80,+,1.00,61.30,1,61.80,1,29.71
4999,鑫禾,77525,308,2676141,34.90,34.90,34.40,34.55,-,0.35,34.50,8,34.55,1,493.57
5007,三星,16913,19,936349,55.30,55.70,55.30,55.50, ,0.00,55.30,1,55.40,1,16.42
5203,訊連,1254496,1204,119023203,93.00,98.00,92.90,93.20,+,2.00,93.10,7,93.20,12,44.81
5215,科嘉-KY,68002,88,3795776,56.10,56.20,55.50,55.50,-,0.30,55.50,4,55.60,1,20.56
5222,全訊,186574,397,29761671,159.50,160.50,159.00,159.00, ,0.00,159.00,8,159.50,1,28.65
5225,東科-KY,473608,525,34300179,71.80,72.70,71.80,72.60,+,0.80,72.50,5,72.70,7,10.55
5234,達興材料,2157199,1756,234623982,110.50,110.50,107.50,108.00,+,0.50,108.00,137,108.50,5,22.09
5243,乙盛-KY,481771,409,27076271,56.50,56.50,56.00,56.30,-,0.20,56.10,11,56.30,13,13.00
5244,弘凱,1158276,849,61770788,54.20,54.90,52.60,52.70,-,1.50,52.70,2,52.80,5,21.96
5258,虹堡,1515454,1359,179012272,118.50,119.50,117.00,117.50,-,1.00,117.00,108,117.50,2,12.83
5269,祥碩,1314801,1944,2364805100,1795.00,1835.00,1755.00,1810.00,-,10.00,1810.00,6,1815.00,10,67.19
5283,禾聯碩,16786,45,1893269,112.50,113.00,112.50,113.00,+,0.50,112.50,14,113.00,21,13.92
5284,jpp-KY,4573840,3846,597069509,131.00,133.50,127.50,131.50,+,0.50,131.00,15,131.50,72,13.63
5285,界霖,64301,95,4331197,67.60,67.90,66.50,67.30,-,0.20,67.30,3,67.40,1,37.60
5288,豐祥-KY,12991,26,2250125,173.50,173.50,173.00,173.00,-,0.50,173.00,3,173.50,1,11.18
5292,華懋,311443,834,40782018,129.00,133.00,128.50,129.00,-,0.50,129.00,10,130.00,8,14.07
5306,桂盟,82590,138,10528206,126.00,128.00,126.00,127.50, ,0.00,127.00,1,127.50,2,17.47
5388,中磊,1449713,1073,186380570,128.50,129.50,128.00,128.50,+,0.50,128.00,65,128.50,9,14.89
5434,崇越,132786,832,24607187,186.00,186.00,184.50,186.00,-,0.50,185.00,11,186.00,22,12.69
5469,瀚宇博,13179816,7939,748720540,55.40,57.70,55.20,57.00,+,2.40,56.90,71,57.00,57,10.40
5471,松翰,139371,207,7607293,55.10,55.10,54.20,54.50,-,0.20,54.50,5,54.60,2,55.61
5484,慧友,85646,123,2283805,26.40,26.90,26.40,26.90,+,0.20,26.60,2,26.95,6,0.00
5515,建國,384302,296,6656913,17.30,17.50,17.20,17.30, ,0.00,17.25,1,17.30,4,13.73
5519,隆大,325649,255,9897088,30.40,30.55,30.25,30.40,+,0.10,30.40,1,30.45,13,12.88
5521,工信,8337437,2301,108298381,13.20,13.35,12.80,12.95,-,0.20,12.90,44,12.95,67,80.94
5522,遠雄,367563,341,21128274,56.90,57.80,56.90,57.70,+,0.80,57.60,17,57.70,27,13.67
5525,順天,418668,230,11631999,26.65,28.15,26.65,27.95,+,0.90,27.90,2,27.95,15,9.74
5531,鄉林,316435,180,3311542,10.45,10.60,10.40,10.45,+,0.05,10.40,15,10.45,82,0.00
5533,皇鼎,197111,153,4587569,23.30,23.40,23.15,23.20,-,0.05,23.20,5,23.25,1,8.14
5534,長虹,117861,155,8945587,75.60,76.10,75.60,75.90,+,0.20,75.80,5,75.90,1,16.22
5538,東明-KY,2279,4,76748,33.75,33.75,33.75,33.75,+,0.60,33.15,1,33.75,1,15.27
5546,永固-KY,39010,26,1170510,30.20,30.20,29.90,29.95,-,0.25,29.85,1,29.95,2,0.00
5607,遠雄港,254156,207,14075016,55.40,55.60,55.20,55.50, ,0.00,55.30,5,55.50,6,14.96
5608,四維航,732990,499,14256696,19.50,19.65,19.35,19.35,-,0.05,19.35,148,19.40,1,0.00
5706,鳳凰,476139,483,32523468,68.30,69.10,67.60,67.60, ,0.00,67.50,29,67.70,3,44.47
5871,中租-KY,3706705,6175,661320223,179.00,179.50,177.00,177.50,-,2.00,177.50,75,178.00,5,12.32
5871A,中租-KY甲特,11070,11,1078918,97.40,97.50,97.40,97.50,+,0.10,97.50,5,97.60,1,0.00
5876,上海商銀,2118226,1127,94546583,44.30,44.80,44.25,44.70,+,0.40,44.70,18,44.75,24,13.03
5880,合庫金,5934867,3113,152350478,25.40,25.75,25.40,25.70,+,0.20,25.70,28,25.75,206,18.90
5906,台南-KY,0,0,0,0,0,0,0, ,0.00,64.20,2,64.90,1,18.60
5907,大洋-KY,123884,66,1365656,11.00,11.05,10.95,11.05,+,0.05,11.00,31,11.05,19,0.00
6005,群益證,2625195,1037,42346517,16.05,16.20,16.00,16.15,+,0.10,16.15,44,16.20,1132,9.12
6024,群益期,122377,132,6132812,50.10,50.20,50.00,50.20,+,0.10,50.00,25,50.20,3,10.48
6108,競國,1620202,1045,36454572,22.60,22.80,22.25,22.45,-,0.45,22.40,6,22.45,9,56.12
6112,邁達特,1206857,1320,84534617,70.80,71.10,69.30,69.50,-,1.90,69.50,9,69.70,1,21.52
6115,鎰勝,61825,89,2866005,46.45,46.55,46.25,46.25,-,0.20,46.25,13,46.30,6,14.41
6116,彩晶,11504931,2551,141084726,12.15,12.40,12.15,12.20, ,0.00,12.20,384,12.25,319,0.00
6117,迎廣,3950939,3115,294411963,76.00,76.50,72.60,72.60,-,3.50,72.60,30,72.70,1,1210.00
6120,達運,10411632,4323,168011621,16.10,16.60,15.80,15.80,-,0.15,15.80,121,15.85,46,41.58
6128,上福,27353,25,927213,34.05,34.05,33.80,34.00,-,0.05,33.85,1,34.00,2,9.63
6133,金橋,930417,502,14047917,14.55,15.35,14.55,15.05,+,0.45,15.05,58,15.10,12,45.61
6136,富爾特,186584,162,4096783,22.05,22.15,21.80,21.90,-,0.25,21.90,2,22.00,6,22.35
6139,亞翔,1876246,1633,302880806,161.50,164.00,160.00,160.50,-,0.50,160.50,228,161.00,16,17.39
6141,柏承,51200,33,854880,16.55,16.75,16.55,16.65, ,0.00,16.65,3,16.70,1,0.00
6142,友勁,297325,144,2985030,10.00,10.15,9.99,10.05, ,0.00,10.00,2,10.05,36,91.36
6152,百一,786059,342,8706854,11.20,11.20,10.95,11.10,-,0.05,11.05,1,11.10,63,222.00
6153,嘉聯益,573081,474,11874095,20.75,20.80,20.55,20.70,-,0.05,20.70,99,20.75,4,0.00
6155,鈞寶,527987,456,14434077,27.65,27.65,27.05,27.05,-,0.40,27.05,9,27.30,1,24.15
6164,華興,2592087,1066,34814372,13.60,13.90,13.15,13.15,-,0.55,13.15,45,13.20,24,73.06
6165,浪凡,2286880,1062,84888636,34.45,37.45,34.45,37.45,+,3.40,37.45,516,0,0,0.00
6166,凌華,252401,233,15910789,63.40,64.30,62.30,62.30,-,0.90,62.30,19,62.60,1,39.68
6168,宏齊,833735,511,21851039,26.40,26.50,25.90,25.90,-,0.50,25.85,10,25.90,11,35.48
6176,瑞儀,1290968,1149,179498616,138.50,139.50,138.50,139.50,+,0.50,139.00,66,139.50,144,10.78
6177,達麗,1093477,329,37191518,33.85,34.35,33.85,34.00, ,0.00,34.00,133,34.05,24,35.05
6183,關貿,13672,73,912518,67.00,67.00,66.70,66.70,+,0.10,66.60,7,66.90,10,22.46
6184,大豐電,22200,21,1145952,51.70,51.70,51.60,51.60, ,0.00,51.60,2,51.70,1,14.66
6189,豐藝,408909,1137,24140648,59.90,59.90,58.60,58.60,-,1.00,58.60,17,58.80,13,14.12
6191,精成科,3044017,2178,197826958,63.80,65.60,63.60,64.80,+,1.30,64.80,7,64.90,55,10.30
6192,巨路,66172,278,5972180,91.00,91.00,89.60,90.10,+,0.10,89.70,3,90.10,1,10.20
6196,帆宣,1021640,1424,149465092,147.50,147.50,144.50,146.50,+,0.50,146.50,39,147.00,59,12.27
6197,佳必琪,186426,209,14817312,79.10,80.50,79.10,79.30,-,0.20,79.20,1,79.30,1,18.70
6201,亞弘電,187850,316,11135880,58.30,60.00,58.30,59.30,+,1.10,59.10,2,59.30,6,13.36
6202,盛群,359628,474,22130914,62.30,62.30,61.30,61.30,-,0.50,61.30,58,61.40,11,95.78
6205,詮欣,2012294,1518,166643595,81.50,83.90,81.20,83.00,+,1.50,83.00,14,83.10,11,29.43
6206,飛捷,55134,123,3746486,67.80,68.10,67.80,68.00,-,0.10,67.90,8,68.10,1,22.97
6209,今國光,157579,121,4128253,26.25,26.40,26.00,26.00,-,0.35,26.00,37,26.05,1,236.36
6213,聯茂,1554475,1262,129117892,84.30,84.30,82.50,82.80,-,1.20,82.80,44,82.90,14,43.81
6214,精誠,479929,455,54504824,114.50,115.00,113.00,113.00,-,2.00,113.00,55,113.50,15,18.59
6215,和椿,178401,157,4599851,26.00,26.00,25.65,25.75,-,0.25,25.70,3,25.75,2,21.11
6216,居易,143316,130,4321481,30.30,30.30,30.10,30.10,-,0.20,30.10,4,30.15,1,22.30
6224,聚鼎,36212,65,1931103,53.30,53.50,53.20,53.20, ,0.00,53.20,7,53.30,1,42.90
6225,天瀚,17772,19,235676,13.75,13.75,13.05,13.60, ,0.00,13.00,1,13.50,2,0.00
6226,光鼎,643810,338,7171495,11.35,11.40,10.95,10.95,-,0.30,10.90,69,11.05,1,0.00
6230,尼得科超眾,10269,19,1344457,132.00,132.00,130.00,130.50,-,0.50,130.50,2,131.00,1,14.18
6235,華孚,10242546,9736,1022484320,103.50,103.50,96.40,100.00,-,4.50,100.00,143,100.50,85,25.64
6239,力成,10401854,8892,1519845858,144.00,148.50,143.50,145.00,-,0.50,144.50,84,145.00,29,20.08
6243,迅杰,3566118,2699,269210587,76.10,76.80,74.00,74.00,-,2.10,74.00,39,74.50,44,42.53
6257,矽格,5006523,6558,341378473,69.00,69.50,67.00,67.20,-,1.50,67.10,57,67.20,41,17.87
6269,台郡,387604,420,33320612,86.30,86.30,85.60,85.60,-,0.70,85.60,39,86.00,21,13.94
6271,同欣電,1349800,1139,196702521,143.50,147.50,143.00,147.50,+,4.00,147.00,2,147.50,8,27.37
6277,宏正,36158,51,2880748,79.70,79.70,79.60,79.60,-,0.10,79.60,23,79.70,1,14.53
6278,台表科,1681020,1396,157135959,92.80,94.40,92.60,93.10,+,0.30,93.00,1,93.10,5,9.90
6281,全國電,30405,45,2590920,85.00,85.40,85.00,85.10,-,0.10,85.20,3,85.30,1,16.00
6282,康舒,2979709,1926,116594202,39.40,39.60,38.90,38.90,-,0.45,38.90,30,38.95,9,0.00
6283,淳安,690358,378,17920104,26.65,26.65,25.60,25.80,-,0.85,25.80,3,25.90,2,0.00
6285,啟碁,2760269,2218,398726143,145.50,146.00,143.00,144.50,-,1.00,144.00,116,144.50,11,15.76
6288,聯嘉,732335,457,22646510,30.75,31.35,30.65,30.70,-,0.10,30.70,21,30.85,8,0.00
6405,悅城,203280,131,5007384,24.60,25.05,24.40,24.40,-,0.15,24.40,3,24.45,2,0.00
6409,旭隼,147455,341,199734370,1350.00,1365.00,1340.00,1350.00, ,0.00,1350.00,5,1355.00,1,30.81
6412,群電,1103773,998,167985071,150.00,154.50,148.50,151.50,+,3.00,151.00,37,151.50,5,19.73
6414,樺漢,926907,1283,251733475,270.50,273.00,270.00,270.50,+,0.50,270.50,24,271.00,19,8.94
